会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,sku,好评度,评价关键词,评论类型,该类型评论数
c***茫,,5星,尼康Z30真的太香了！性价比直接拉满的一款微单，新手闭眼冲完全不踩坑 机身超轻巧，裸机才350g左右，比一瓶矿泉水还轻，出门逛街、旅行揣包里毫无负担，长时间手持拍摄也不累手。2088万像素的画质超惊喜，色彩还原真实细腻，尼康的直出色彩真的绝，照片锐度高、细节满满，不用后期调色也能直接出片，不管拍风景还是人像都很有质感。,2025-12-25,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
话说小城小灶,,4星,"尼康的这款相机，首先它是非常轻的，它的造型非常的好看，然后它是非常便携的。
而它的性价比也是非常高的
对，我们这个价位能买到的最好的微单相机",2025-12-25,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
沈***儿,,5星,物流很快包装完好不错不错不错不错,2025-12-24,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
辛***疾,,5星,尼康Z30双套简直是摄影爱好者的福音!轻巧便携，机身设计符合人体工程学，握持感超棒。双镜头配置实用，无论是风景、人像还是特写都能轻松驾驭。画质出色，色彩还原精准，噪点控制优秀。操作简便，即便摄影小白也能快速上手。它让我记录生活变得如此美妙，爱了🥰!,2025-12-24,2,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
C***g,,5星,很小巧，比之前的单反用着舒服多了。,2025-12-24,1,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
嘻***m,,5星,还行还行，两个镜头带出去也不是很重,2025-12-23,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
A***2,,5星,很好用,2025-12-23,,,,,黑色18-140mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
c6z4589nnls8bj,,5星,正品，买来过年给家里人拍照，还在探索中。,2025-12-23,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
jd_131458ksp,,5星,"可以呢，很轻，带着很便携，拍照用着很顺希
望拍照技术能有所长进，买的双套头。就是光圈
比较小，后面需要拍人像的话，在入手个打光定。",2025-12-22,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
jd_018k49b7y6352t,,5星,相机收到了，按照网上的检查步骤检查了都没有问题，只是我第一次买相机，不太会玩，每次把1650调到35-50就会特别模糊没法对焦，只能重新开机它就会自动对焦得很好，然后我今天一直重复开关机😭我还得再研究研究，但是拍照片很好看，50250现在还没有试过，先研究明白1650再上手50250。,2025-12-21,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
喵***唔,,5星,刚买完就降价了好几百，几经周折退了差价，比较波折但是相机还是挺不错的，适合新手，拍人像和风景都挺不错，个人觉得挺喜欢的好评,2025-12-21,,2,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
回不去的年代,,5星,人生第一个相机📷对比了很久，查了很多资料，刷了很多短视频，问了很多人才买的，感觉还不错,2025-12-19,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
成疯遇贱,,5星,可以哒,2025-12-19,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
生***耶,,5星,看了好久了，还是挺好用的，买尼康肯定没有错🤓😉😉😉😉😉物超所值❤️❤️❤️❤️❤️,2025-12-19,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
Free210,,5星,"可以呢，很轻，带着很便携，拍照用着很顺手，希等鹅
照技术能有所长进，买的双套头。就是光圈比较心”
后面需要拍人像的话，在入手个打光定。",2025-12-18,1,1,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
x***啊,,5星,没错是正品，很小巧，,2025-12-18,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
游***齐,,5星,目前最合适入手的入门微单相机之一，新手友好，有多种镜头搭配套机可选，我选的双镜头版，覆盖焦段全。机身加镜头重量也合适，出门携带负担不大。作为入门新手完全够我使用了。,2025-12-17,,1,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
悲伤的小霖,,5星,喜欢🥰,2025-12-17,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
jd_zdv7chv52ujl07,,5星,这次购物体验很棒商品是镜头包装十分严实能很好保护商品外观完好无损使用起来画质清晰成像效果出色很满意的一次购物,2025-12-17,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
玉宇澄清万里埃01,,3星,双十一买的反而价格更贵，也是服了，用的还行,2025-12-16,2,1,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
j***6,,5星,商品质量很好，与描述完全一致。京东物流速度超快，包装也很仔细。使用起来非常满意，家人都说买得值。会继续支持，好评推荐！！,2025-12-16,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
9***m,,5星,这款产品质量很好，值得购买，很满意的一次购物体验。,2025-12-16,,,,,黑色18-140mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
j***p,,5星,只能说是十分之好用啊，6666,2025-12-16,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
C***g,,5星,这款微单真的戳中摄影爱好者！轻量化机身握持超舒服，翻转屏拍vlog、自拍都方便，对焦又快又准，抓拍动态画面几乎无失误。画质上色彩还原自然，高感降噪表现惊喜，4K视频录制也很稳，日常创作和旅行拍摄都能hold住，性价比拉满！,2025-12-15,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
shtl233,,5星,实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦,2025-12-15,,,,,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
j***f,,5星,买给孩子的，没有看到，孩子喜欢就行，配了2个镜头应该够用了,2025-12-15,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
j***k,,1星,退货不给退什么垃圾店，打几次电话都不让退，😤，客服态度也不咋地🙄，这次购物体验真的差强人意💔,2025-12-15,,,购后14天追评,京东客服完全不理，哪有这样店，迟早关门,黑色16-50mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
w***3,,4星,用着还可以，很轻，出门携带很方便，拍的效果也不错，就是京东这个国补太恶心人了，价格混乱，一会一个价，说着保价，但是利用国补优惠规避保价。,2025-12-14,2,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
YMCATT,,5星,看了许久，最后被拍月亮的图片打动果断入手，买回来发现都是后期修图😂，这可咋办啊，有没有大神给指点下，不想放在角落吃灰。,2025-12-14,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
Unique-wj,,5星,"产品包装：完好无损
外形外观：好看
成像效果：非常清晰
反应速度：很快",2025-12-14,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
雨中天使i,,5星,京东发货超神速，尼康Z30真机轻巧好握持！直出画质清晰通透，眼部追焦超精准，翻转屏自拍超方便，新手也能快速上手，日常记录和旅行拍摄都够用，性价比拉满！安全下车尼康z30双镜头套装，感谢尼康感谢京东物流,2025-12-14,,1,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
肉彪子会咬人,,5星,"z30+zdx1228和我的荣耀90pro（2亿像素）高像素模式比：光线好的情况下分辨率、暗部细节、优化算法、超广角范围、随手拍便携性都不如荣耀，曝光略欠，jpg直出远不如荣耀讨喜。但是，可玩性就远超荣耀了，两者完全没有可比性，老手基本上任何情况下都可以最终给到你你想要东西，在不算太累赘的前提下，让我找回了当年f100的感觉。
非专业职业人，dx足够了，回想机械年代，出门相机+镜头+其它，沉甸甸一个包，累赘又麻烦，其实带不回多少片子，如今最多一个小小包或直接挂着拎着，啥也一样干感觉，非常棒！",2025-12-14,,,,,黑色12-28mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
q***g,,5星,新手入门，新手入门，新手入门，希望物有所值，希望更多国内品牌好相机，质感还行，拍的也还行，用用看看看看看看看看看看看看看看看看,2025-12-13,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
j***6,,5星,产品包装：收到快递包装完好，内物填充也保证相机运输很安全    外形外观：翻转屏好评，非常深的握柄好评，前后拨轮和各个大部分按钮位置，都能让右手一只手掌控，好评    反应速度：设置里可以提高对焦速度    便携性能：拿在手里非常小巧一只手可以快速拍照    其他特色：京东送的相机包也不错完全够用,2025-12-13,,,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
jd_8qm0c511mcrf37,,5星,挺好的，刚刚到。就是冬天买的朋友，快递来时先让他适应一下室温，不然镜头和cmos会起雾，但也没大事儿，静置一会儿就好了。总的来说没啥大问题。,2025-12-13,,1,,,黑色16-50mm+50-250mm双镜头套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
j***q,,5星,东西收到以后马上查看，发现与图片描述一致，超级喜欢，卖家发货速度很快，服务也很到位，给老板点个赞，下次还会来购买！嘎嘎好，推荐购买,2025-12-13,,,,,黑色18-140mm套机,https://item.jd.com/100028068835.html,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,100028068835,,,,
