会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,sku,好评度,评价关键词,评论类型,该类型评论数
杨***啊,,5星,"质感真的非常好，手感也很不错。包装没啥问题配了防潮卡和说明书，细节满分。
相机外观精致复古，搭配镜头使用起来非常顺手。拍照效果也非常出色，主要是这个性价比作为入门非常适合，后续也可以做成辅助机，推荐给喜欢摄影的朋友们",2025-06-05,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
雪***-,,5星,作为一个极其挑剔的购物者，这次真的被惊艳到了。商品的功能很实用，配货速度奇快。服务质量更是卓越非凡，热情周到，让人折服！真心觉得这次购物太棒了，商品性价比超高，质量可靠。物流高效，商家服务贴心，售后让人满意。,2025-06-22,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
木***丽,,5星,这款富士XM5相机真的是太棒了！它的外观设计复古且精致，拿在手里很有质感。画质表现相当出色，细节保留得很丰富，色彩还原也很准确。对焦速度非常快，连拍功能也很强大，抓拍运动瞬间毫无压力。而且，它的操作界面简洁明了，上手很容易。续航方面也挺不错的，出门拍摄一天基本没问题。总的来说，富士XM5是一款性价比很高的相机，非常值得摄影爱好者入手！,2025-06-03,2,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
H***5,,5星,千辛万苦总算抢到了，但是确实技术有点差，完全不太会，本来打算自己学的差不多了，告诉女儿怎么操作，不过自己现在看起来也是够麻烦，难搞的很，需要学这些东西太多了，学这个学那个的，希望某一天可以达到当初要的水平吧,2025-06-24,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
A***文,,5星,种草了很久抢了八百次终于抢到了，心情非常激动，外形外观整体都没得说，很适合新手用来练习摄影，京东发货速度也快，包的那叫一个仔细，非常奈斯！,2024-12-20,1,2,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***q,,5星,好用，好看，真不错。，。,2025-06-22,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
w***_,,5星,在京东原价抢到了心心念念的Xm5 ，外观小巧精致，颜值很高，成像效果很好，性价比很高，还有首发赠礼，真是太值了，物流很快，半天就到了，附上作品一张,2024-12-15,,2,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
chokllll,,5星,已经使用了一段时间才来评价。产品质量上乘，[具体优点，如：性能稳定/效果显著]，完美解决了我的[某个需求]。细节处理得很到位，看得出厂家的用心。家人/朋友见了都问我在哪买的，已经成功安利给身边人了，会继续回购的！,2025-10-12,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
白***c,,5星,种草了很久了，这次终于抢到了,2025-05-31,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
杨超越锦鲤锦鲤附体啊,,5星,原来是真的香呀，里面可以放一套机身再加一个镜头，再加电池或者读卡器，软软的防摔也舒服，这个大大的X就是富家子弟了，喜欢也可以去冲一个，真的挺划算,2025-10-22,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
灬灬灬灬灬灬灬灬TT,,5星,xm5真的性价比超级高，机身mini，操作简单，nc滤镜很好用，还送店里没有的束口包,2025-10-19,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
给***x,,5星,"东西很不错，很喜欢。
便携性能：女生现在都比较喜欢富士的相机，而且这个相机还能保值，用了之后不怎么掉价，滤镜的效果也很不错。总体来说很满意。",2024-12-16,,2,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
陌上公子黑如碳,,5星,"📸相机质感超赞，银色机身搭配黑色镜头，颜值在线！✨
📷成像清晰细腻，胶片模拟效果太惊艳，随手一拍就是大片～🌟
🎒附赠束口包实用又好看，细节满分，出行收纳超方便！💼
👍整体体验非常满意，值得入手！🔥🔥",2025-11-09,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
l***少,,5星,很好，很好，很好，下次还会买,2025-05-22,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
u***i,,5星,颜值很棒，拍照也很好看，富士胶片滤镜真的很赞,2024-12-01,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
东***_,,5星,非常好，照片构图清晰，辨识度高，而且色彩还原非常真实，跟人肉眼看到的没什么两样。此款的性价比没得说，让人做梦也想得到。哈哈😂,2025-11-18,,1,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
四叶草jake,,5星,商品质量超赞，价格美丽。物流快，商家服务优，售后完美！宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️物超所值，话不多说，这四个字已经说明了一切质量太好了吧！这款商品的使用体验远超我的预期，值得推荐给所有人。,2025-11-21,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***5,,5星,大品牌，富士拍旧感真的不错，复古感让人舒服,2025-05-26,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
禮***硕,,5星,这款相机真是太棒了！📸拍摄效果超赞，色彩还原度高，细节清晰可见，无论是静物还是风景都能轻松驾驭。操作也很简单，新手也能快速上手。京东快递很快，包装严实，购物体验愉快👍，值得推荐！,2025-07-10,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Zzzzaxxx,,5星,这款富士 XM5相机性能非常出色，画质清晰，色彩还原度高，使用起来特别方便。它拥有高灵敏度的传感器，无论是白天还是夜晚拍摄效果都很优秀。自动模式下表现也很智能，总能拍出满意的照片。操作界面简洁直观，适合所有年龄层的用户。轻便的设计使得长时间手持拍摄也毫无压力，整体体验非常不错，值得推荐。,2025-08-14,,1,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
0***f,,5星,色彩惊艳，胶片模拟直出效果出众！复古设计颜值高，操作流畅易上手。轻巧便携，画质细腻，强烈推荐！,2025-09-04,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
V***a,,5星,这款相机简直是摄影爱好者的梦想装备！XM5搭载了富士经典的胶片模拟色彩，直出照片质感细腻，复古色调氛围感拉满。轻量化机身设计携带方便，对焦速度快且精准，弱光表现优秀。4K视频录制流畅，翻转触控屏操作直观，无论是街拍、人像还是Vlog都能轻松驾驭。高颜值外观加上强大性能，性价比超高，强烈推荐给追求画质与便携性的玩家！,2025-05-03,1,3,,,黑色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_07s37a4zv0aln8,,5星,"X-T30 II和X-S20重量轻（约415g），金属机身兼顾耐用性与文艺感。‌‌2‌‌3
Instax Mini系列即时成像相机设计时尚，操作简便，深受年轻用户喜爱。‌‌6‌‌7",2025-10-17,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
随***1,,5星,颜值高，迷你小巧又方便携带。对焦不是第一梯队，但也还可以，是一台愿意带出门的相机。虽然银色比较火，但黑色机身也很酷，满意的,2025-11-03,,1,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
凉***皮,,5星,满意，物流快，客服很棒，点赞包装非常好，很严实，值这个价格。商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！不错，喜欢，性价比高，以后会经常光顾，终于买到满意的商品了，超出期望，非常喜欢，发货很快，第二天就到了，非常nice,2025-09-23,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***j,,5星,是我喜欢的类型，人像拍的非常漂亮，用来出去旅游，写真照都是非常不错的选择，希望后面用起来也别出什么质量问题，外观是真的喜欢呀。,2024-12-11,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
刘***6,,5星,"富士XM5复古的设计，金属的质感，小巧便携，出门随手放进包里，超级方便。
拍出来的照片色彩鲜艳、细腻，饱和度恰到好处。无论是拍风景还是人像，都能呈现出电影般的质感，原图直出毫无压力性能。
对焦速度超快，轻松捕捉每一个精彩瞬间。续航能力也非常不错！",2025-10-20,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Ethanzhou9,,5星,颜色搭配得恰到好处，鲜艳而不刺眼，简约又不失时尚感。造型独特，设计新颖，无论是放在家里还是携带出去，都非常亮眼，让人眼前一亮。它不仅是一件实用的商品，更是一件精美的装饰品。,2025-11-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
淡然先生drxs,,5星,快递飞快送到，迫不及待打开了，太棒了，物流快，心心念念终于到了，后续好的体验一定分享,2025-09-04,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***z,,5星,太漂亮了，富士的这款相机效果非常好，外形很漂亮，质量很稳定，很难才抢到的，这次真是太幸运了，以后还会购买的，希望好运多多。,2024-12-12,,2,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
碳***炎,,5星,富士相机简直是我的梦中情机🥰!外观复古精致，拿在手上质感满满。成像效果超棒，色彩还原真实又浓郁，自带胶片滤镜感，随手一拍就是氛围感大片。操作简单易上手，无论是摄影小白还是老手都能轻松驾驭。有了它，记录生活变得更有乐趣啦👏! 收起,2025-11-13,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
喜***猫,,5星,很荣幸能抢到这次的xm5相机黑色+xc35镜头，还黑色有质感，后期再买一个木质手柄，再买个备用电池，这小副厂就算是齐活了,2025-10-21,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***t,,5星,买到了物美价廉的好物，质量出色。物流迅速，商家服务周到，售后放心。,2025-11-19,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***g,,5星,"在镜头上买电子产品是最放心的。
相机还在摸索中。",2025-11-13,1,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
武***白,,5星,富士XM5相机外观时尚大气，画质清晰细腻，操作简便，拍照效果令人满意。性能稳定，色彩还原度高，非常适合喜欢摄影的朋友。包装完美，售后服务专业，购物体验极佳。,2025-07-25,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
纯***吧,,5星,富士X系列以复古设计与胶片模拟闻名，直出色彩独特，适合追求氛围感的摄影爱好者。性能全面，4020万像素APS-C画质细腻，7档防抖稳定；便携性强，混合取景器街拍利器。缺点是高感稍弱，4K视频果冻效应明显。GFX中画幅系列解析力惊人，但体积大、价高。富士适合文艺创作者，性价比稍低但体验无可替代。,2025-06-12,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
ee想暴富,,5星,我们农村一般是没有人会网购的，一般花钱都是十元八元的花，第一次花了几百元网购的这件物品，村长都到我家找到我的父亲说我是不是疯了，等到漫长的快寄之后，开快寄的当天，村长给我家请来了吹唢呐的，还当天排了长龙大队，庆祝我买了这家店的东西，以后会再次来光顾,2025-10-21,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***g,,5星,价格亲民分量足，功能实用超划算！材质厚实耐用，操作简单，值得回购。‌‌性价比高，质量好，以后还来你家买；快递保密性好。‌‌商品稳定发挥，从材质到做工始终如一，长期支持不犹豫。‌‌,2025-10-23,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***s,,5星,第一台相机，选择的富士，希望能跟家人朋友拍出好看的、有纪念意义的照片,2025-11-05,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
大写的冲,,5星,富士X-M5微单相机好评：轻巧高颜值，复古设计吸睛；2610万像素APS-C画幅传感器，画质细腻色彩惊艳；5轴防抖+4K视频，拍摄稳定流畅；胶片模拟模式多样，直出效果绝佳；对焦快速精准，操控直观易上手。性价比超高，摄影爱好者必备！,2025-10-25,2,6,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
米***李,,5星,很好，终于蹲到原价了，感觉像素什么都挺好,2025-11-15,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
魔王的哥,,5星,非常不错，好评，已经开箱了，富士的相机就是好，没毛病，机器非常漂亮，包装也很好，一点问题都没有，非常不错，好评好评好评，有需要还来。,2025-09-05,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
许***恒,,5星,"入手了富士新款轻便入门相机，真是太喜欢了！
1. 首先，它的外观设计很时尚，拿在手上也很舒服，轻便又便于携带，适合随时随地拍照。
2.其次，拍照效果超赞，色彩鲜艳，细节清晰，让我轻松拍出好照片，真的很满意！
3.最后，操作界面简单易懂，即使是新手也能快速上手，非常推荐给喜欢摄影的朋友们！！！",2025-06-03,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
银***达,,5星,"能原价买到xm5,简直是太幸运了，之前的型号从来没买到过，Xm5除了没有防抖和evf取景器外拍照的19种胶片模拟都有，这价格还能多要求什么呢，希望大家也能买到自己喜欢的富士机器",2025-05-01,1,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
u***8,,5星,物流给力。上海发货隔天送达。官方旗舰店正品有保障。老婆很喜欢我送给她的结婚纪念日礼物。感谢东哥让我抢到了,2025-06-19,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Y***c,,5星,终于让我抢到了，特别好的一款相机，颜值高，体验感号！拍照一流，太牛了，我直接用起来了，没有压力，小白也可以很简单上手，视频功能绝了。,2025-08-28,,,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***7,,5星,感谢平台给了原价购买的机会，这个听说挺抢手的，也一直挺喜欢的，想要好久了，买到挺开心的，确实挺不错的，已经拿到上手了，小巧强大，好产品，物流速度也快！,2025-07-22,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***k,,5星,非常好，能原价买到还是挺值的，滤镜很丰富而且默认就很好看，对焦识别很准，追焦也很稳，机器非常小巧，很适合带出去玩,2025-05-26,,2,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
釜***安,,5星,富士相机买的还挺费劲，等了几次机会终于到手。这质感自是没得说，小日子搞这个还是有点心得的，再加上合作伙伴的巧夺天工的手艺，不错。,2025-09-05,1,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
锦***八,,5星,第一次抢到富士的相机、发货非常快、抢到后半个小时就发了、第三天就到了，相机的颜值非常高、太漂亮了、不愧是大牌相机，真的不一般。,2025-09-09,1,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
k***_,,5星,相机收到了，质量不错，拍照效果很好，拍照也很清晰,2025-10-17,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
人***瞥,,5星,其实单从这台相机的自身素质出发我觉得它是完全可以撑的起5499的售价的。首先，这台xm5配备了富士家的五代处理器，对焦速度，视频录制能力，连拍速度等关键指标都很能打，虽说cmos没有用上富士第五代4000万像素那块，但2600万像素的这块富土第四代cmos的画质也已经很能“打了！,2025-09-07,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Yuuuu_F,,5星,富士相机简直是我的梦中情机🥰!外观复古精致，拿在手上质感满满。成像效果超棒，色彩还原真实又浓郁，自带胶片滤镜感，随手一拍就是氛围感大片。操作简单易上手，无论是摄影小白还是老手都能轻松驾驭。有了它，记录生活变得更有乐趣啦👏!,2025-10-19,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
一***_,,5星,富士X-M5是一款轻量化的中端无反相机，主打复古设计和高性价比。搭载2610万像素APS-C传感器和X-Processor 4处理器，画质出色，支持4K/30p视频。新增翻转触控屏和蓝牙传输，但取消了取景器。对焦和连拍（6fps）表现中规中矩，适合摄影爱好者日常使用，但专业性能稍显不足。,2025-06-01,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
加***君,,5星,一直都很喜欢富士的相机，但一直上不到选择了其他的相机，这次竟然抢到了真的是太开心了，胶片模式真的是绝绝子，真的太喜欢了，哈哈哈哈，京东发货速度也很快，很棒，相机拍照一绝,2025-06-04,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
我叫杨神奇呀,,5星,非常好，不愧是富士，色彩鲜艳，胶片效果不错！,2025-10-22,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
慕***鲸,,5星,xm5真的好小巧啊 就巴掌大哈哈哈哈哈 双十一富士放货真的蛮充足的（除了x100vi银色）。富士别搞饥饿营销啦 速度把x100vi银色库存提上来！！！ 许愿这个月买到原价x100vi银色！（想要一个不换镜头到富士相机！）,2025-11-03,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
JOEY十一,,5星,发货很快，已经申请延保需要3天通过，目前满意,2025-10-20,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
刘***-,,5星,"成像效果：好
反应速度：好哈哈哈哈哈哈哈哈",2025-10-20,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_02a2o68gh2y81y,,5星,"绝美 心动很久了 终于拥有了 很好看 爱💕 非常好非常喜欢😘嘿嘿
产品包装：完美
外形外观：好看的 价格又便宜
成像效果：很好
便携性能：很方便
其他特色：很实用 喜欢😘
反应速度：很快 多多拍照吧 记录美好生活",2025-10-30,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
